id,visningsnamn,varumarke,kategori,bild_url,taggar
kex-original-205g-ballerina,Kex Original 205g Ballerina,Ballerina,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/9598b5b7-4093-4f7e-bed3-08cd558906b3/500x500.jpg,"ballerina,kex original 205g ballerina"
kex-original-190g-singoalla,Kex Original 190g Singoalla,Singoalla,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f9001edd-36e7-440c-a836-1ff3149f81fe/500x500.jpg,"singoalla,kex original 190g singoalla"
cookies-154g-oreo,Cookies 154g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/8a2e1ab8-79ae-40ab-89c7-c4de597804fd/500x500.jpg,"oreo,cookies 154g oreo"
kakor-mjolkchoklad-205g-ballerina,Kakor Mjölkchoklad 205g Ballerina,Ballerina,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c469320f-1d81-4542-86d1-1d59aafdd42d/500x500.jpg,"ballerina,kakor mjölkchoklad 205g ballerina"
ballerina-kladdkaka-210g-goteborgs,Ballerina Kladdkaka 210g Göteborgs,Ballerina,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2c315048-5126-4096-93ea-b79fa3af5b71/500x500.jpg,"ballerina,ballerina kladdkaka 210g göteborgs"
singoalla-blabar-190g-goteborgs,Singoalla Blåbär 190g Göteborgs,Singoalla,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2d20c87d-ad98-498b-8d36-e0d016a635d3/500x500.jpg,"singoalla,singoalla blåbär 190g göteborgs"
franska-vafflor-160g-karen-volf,Franska Våfflor 160g Karen Volf,Karen Volf,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f0a12117-c4ab-4cb5-a83f-d0636a6c2ce0/500x500.jpg,"karen volf,franska våfflor 160g karen volf"
double-stuff-cookies-157g-oreo,Double stuff cookies 157g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2ee3eed6-a76c-48d7-bb9c-e84430998833/500x500.jpg,"oreo,double stuff cookies 157g oreo"
remi-kakor-mint-100-g-goteborgs,Remi Kakor Mint 100 g Göteborgs,Göteborgs,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ebfe673e-a00d-4a4d-a401-92972599d349/500x500.jpg,"göteborgs,remi kakor mint 100 g göteborgs"
mini-oreo-115g-oreo,Mini Oreo 115g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6d3d2343-d5c5-43c0-a2f1-76e94c2237f9/500x500.jpg,"oreo,mini oreo 115g oreo"
original-kakor-2-p-410g-ballerina,Original kakor 2-p 410g Ballerina,Ballerina,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ddbcf9ee-6d59-4afe-8312-c32e95a2325c/500x500.jpg,"ballerina,original kakor 2-p 410g ballerina"
kex-med-vaniljsmakfyllning-250g-ica-basic,Kex med Vaniljsmakfyllning 250g ICA Basic,ICA Basic,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/885bd998-638e-434b-afdc-dd6846fbf0cb/500x500.jpg,"ica basic,kex med vaniljsmakfyllning 250g ica basic"
ica-basic-kex-med-chokladfyllning-250g-ica,ICA Basic Kex med Chokladfyllning 250g ICA,ICA Basic,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/10087023-0803-42c2-b384-980e1c48d2c0/500x500.jpg,"ica basic,kex med chokladfyllning 250g ica"
kakor-hallon---lakrits-190g-singoalla,Kakor Hallon & Lakrits 190g Singoalla,Singoalla,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ae99b3fd-b22e-4be3-b826-029209751865/500x500.jpg,"singoalla,kakor hallon & lakrits 190g singoalla"
dubbelkakor-vanilj--och-hallonfyllning-176-g-ica-basic,Dubbelkakor vanilj- och hallonfyllning 176 g ICA Basic,ICA Basic,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/698808fb-95d5-478c-be32-5dd5dfbc51e3/500x500.jpg,"ica basic,dubbelkakor vanilj- och hallonfyllning 176 g ica basic"
kakor-biscoff-cream-150g-lotus,Kakor Biscoff Cream 150g Lotus,Lotus,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2e8d1058-3ebc-4ade-8394-0d7aa83cc455/500x500.jpg,"lotus,kakor biscoff cream 150g lotus"
kakor-chocowhoopies-175g-marabou,Kakor ChocoWhoopies 175g Marabou,Marabou,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/cffed8f1-68fc-49c8-bc05-1975b3b18188/500x500.jpg,"marabou,kakor chocowhoopies 175g marabou"
dubbelkex-kakaofyl-176-g-ica-basic,Dubbelkex kakaofyl 176 g ICA Basic,ICA Basic,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/b38f2a2a-351b-4dac-a3ac-bc1384dccfca/500x500.jpg,"ica basic,dubbelkex kakaofyl 176 g ica basic"
sandwich-biscoff-vanilla-150-g-lotus,Sandwich Biscoff Vanilla 150 g Lotus,Lotus,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0a364d6c-4666-410d-8703-14b0e9e13ec8/500x500.jpg,"lotus,sandwich biscoff vanilla 150 g lotus"
kex-domino-dumle-120g-fazer,Kex Domino Dumle 120g Fazer,Fazer,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/674352f5-da07-455f-814d-1f0b5ddbf81c/500x500.jpg,"fazer,kex domino dumle 120g fazer"
kakaokex-vaniljfyl-176-g-ica-basic,Kakaokex vaniljfyl 176 g ICA Basic,ICA Basic,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0de6303d-e82a-4bbc-a88d-c38ca1445288/500x500.jpg,"ica basic,kakaokex vaniljfyl 176 g ica basic"
digestive-creams-mini-chocolate-185g-mc-vities,Digestive Creams Mini Chocolate 185g Mc Vities,Mc Vities,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/17df90ef-0ec1-4caf-9f4d-9c02dd2bff54/500x500.jpg,"mc vities,digestive creams mini chocolate 185g mc vities"
kakor-golden-154g-oreo,Kakor Golden 154g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/9b84ae00-e958-44b0-9b2c-84d8e339634f/500x500.jpg,"oreo,kakor golden 154g oreo"
digestive-creams-mini-vanilla-185g-mc-vities,Digestive Creams Mini Vanilla 185g Mc Vities,Mc Vities,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/8065e59e-a9bb-4d2a-a115-2985fd04fcb0/500x500.jpg,"mc vities,digestive creams mini vanilla 185g mc vities"
kex-orginal-264g-oreo,Kex Orginal 264g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/760bc13f-df1b-42b3-8696-7d3286aeb4ba/500x500.jpg,"oreo,kex orginal 264g oreo"
crunchies-dipped-110g-oreo,Crunchies Dipped 110g Oreo,Oreo,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d5bca7b0-f5af-4333-834b-9633e77d053e/500x500.jpg,"oreo,crunchies dipped 110g oreo"
domino-pink-175g-fazer,Domino Pink 175g Fazer,Fazer,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/634a24d3-7426-4507-bf53-ec409e999329/500x500.jpg,"fazer,domino pink 175g fazer"
kex-domino-original-175g-fazer,Kex Domino Original 175g Fazer,Fazer,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/02617785-7e12-4d20-ba34-8c3ff2e6e030/500x500.jpg,"fazer,kex domino original 175g fazer"
wienerran-caprice-115g-papadopoulos,Wienerrån Caprice 115g Papadopoulos,Papadopoulos,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c264410e-9207-4b6f-aed4-f49bc1d1250f/500x500.jpg,"papadopoulos,wienerrån caprice 115g papadopoulos"
sandwichkex-vaniljkram-244g-torku,Sandwichkex Vaniljkräm 244g Torku,Torku,Fyllda kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e2d2ca70-3b6a-4531-92af-43b07eadeeda/500x500.jpg,"torku,sandwichkex vaniljkräm 244g torku"
kaka-kolasnitt-300g-ica,Kaka Kolasnitt 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f1ab5fe5-d1d5-4eba-9cdd-80366ef67e7d/500x500.jpg,"ica,kaka kolasnitt 300g ica"
syltkakor-300g-ica,Syltkakor 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/910a3a9e-e555-49ae-99f9-eab0467af395/500x500.jpg,"ica,syltkakor 300g ica"
kaka-drommar-300g-ica,Kaka Drömmar 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/abaa0ff0-09e9-4840-b35b-7ef7ae3580d3/500x500.jpg,"ica,kaka drömmar 300g ica"
kaka-finska-pinnar-300g-ica,Kaka Finska pinnar 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d4fbebc9-3ed8-4fc2-a9b2-c9fb8ca8ffe9/500x500.jpg,"ica,kaka finska pinnar 300g ica"
havreflarn-600g-gille,Havreflarn 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4b6868cf-dd81-4c9d-b465-c325007df2d1/500x500.jpg,"gille,havreflarn 600g gille"
bondkakor-600g-gille,Bondkakor 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/200b7338-3c54-444a-adbe-514484cb1f1f/500x500.jpg,"gille,bondkakor 600g gille"
gille-dubbla-flarn-600g-gille,Gille-Dubbla-Flarn 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/bf480a0f-54f6-4d41-98d8-f787c9e7676b/500x500.jpg,"gille,gille-dubbla-flarn 600g gille"
havrekakor-choklad-90g-ica,Havrekakor Choklad 90g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c18d412c-0fd4-4023-94ab-2055fb6f6aea/500x500.jpg,"ica,havrekakor choklad 90g ica"
kaka-chokladsnitt-300g-ica,Kaka Chokladsnitt 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4739d699-6184-430d-9cc0-e04650f560e3/500x500.jpg,"ica,kaka chokladsnitt 300g ica"
hallongrottor-uts-150g-gille,Hallongrottor UTS 150g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0394d3d0-4450-4f98-a279-1f09294066bf/500x500.jpg,"gille,hallongrottor uts 150g gille"
chokoflarn-300g-ica,Chokoflarn 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/96a5b0c0-3756-4e60-8aa6-a24ae2ffd4b4/500x500.jpg,"ica,chokoflarn 300g ica"
kaffebrod-bondkakor-300g-ica,Kaffebröd Bondkakor 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/3b483f8e-d812-494d-8058-2d0cf8bf6de7/500x500.jpg,"ica,kaffebröd bondkakor 300g ica"
kaka-havreflarn-300g-ica,Kaka Havreflarn 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/06ed1448-9b41-4ea3-9f87-9e2b01b34234/500x500.jpg,"ica,kaka havreflarn 300g ica"
spritsade-kakor-400g-ica-basic,Spritsade kakor 400g ICA Basic,ICA Basic,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e89a9ff5-618c-4b08-8ff0-bfdeb26011a1/500x500.jpg,"ica basic,spritsade kakor 400g ica basic"
gille-drommar-600g-gille,Gille-Drömmar 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/351851ba-2836-44ce-8017-2ef997710ea5/500x500.jpg,"gille,gille-drömmar 600g gille"
spritsade-kakor-med-mjolkchoklad-250g-ica-basic,Spritsade kakor med Mjölkchoklad 250g ICA Basic,ICA Basic,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/cf45465a-5c73-48a1-879d-63c0d941a9cf/500x500.jpg,"ica basic,spritsade kakor med mjölkchoklad 250g ica basic"
kanelbullesnittar-300g-ica,Kanelbullesnittar 300g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5e4d15f9-da70-49f7-91a3-ff9f0e7ddf3e/500x500.jpg,"ica,kanelbullesnittar 300g ica"
blabarskransar-havre-600g-gille,Blåbärskransar Havre 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e3a9ca58-9cf9-4340-92d1-02aa08f285b7/500x500.jpg,"gille,blåbärskransar havre 600g gille"
gille-havre-600g-gille,Gille-Havre 600g Gille,Gille,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d279a706-315c-4917-9802-6581a602fa82/500x500.jpg,"gille,gille-havre 600g gille"
sandwich-biscoff-milk-choc-150-g-lotus,Sandwich Biscoff Milk Choc 150 g Lotus,Lotus,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0f0a4bd4-8b27-4692-aedf-ebaac7d7d4fe/500x500.jpg,"lotus,sandwich biscoff milk choc 150 g lotus"
smakakor-mix-400g-ica-basic,Småkakor Mix 400g ICA Basic,ICA Basic,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ebc7a06d-7158-40eb-9034-fe390f6e2168/500x500.jpg,"ica basic,småkakor mix 400g ica basic"
havreflarn-600g-ica,Havreflarn 600g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/dad49b64-347f-40b0-aa93-0f8f1224cd02/500x500.jpg,"ica,havreflarn 600g ica"
chokoflarn-600g-ica,Chokoflarn 600g ICA,ICA,Småkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/eb6478a3-0a0d-4bf5-92a7-7ef596ecdd10/500x500.jpg,"ica,chokoflarn 600g ica"
brago-225g-goteborgs,Brago 225g Göteborgs,Brago,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/457ef04c-ef17-4769-b06f-f9f9bf2e0a25/500x500.jpg,"brago,brago 225g göteborgs"
guld-marie-200g-goteborgs,Guld Marie 200g Göteborgs,Göteborgs,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f026df3c-8b76-474e-9d44-47b478ca88bd/500x500.jpg,"göteborgs,guld marie 200g göteborgs"
mariekex-200g-ica,Mariekex 200g ICA,ICA,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/df63b3a3-b638-49fc-9064-5b3ae58e4803/500x500.jpg,"ica,mariekex 200g ica"
goteborgs-kakor-choklad-176g-brago,Göteborgs Kakor Choklad 176g Brago,Göteborgs,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/a974d283-470e-4d3d-a8dc-2b21b5060160/500x500.jpg,"göteborgs,kakor choklad 176g brago"
biscoff-kex-250g-lotus,Biscoff kex 250g Lotus,Lotus,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/08c79862-19de-4b4f-ae66-d83d03f3d35c/500x500.jpg,"lotus,biscoff kex 250g lotus"
vetekex-finger-marie-200g-mc-vities,Vetekex Finger Marie 200g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/81d9acaf-86d4-4911-9081-f8866807371c/500x500.jpg,"mc vities,vetekex finger marie 200g mc vities"
sota-kex-fyllda-kakor-browniesmak-205g-ballerina,Söta kex fyllda kakor Browniesmak 205g Ballerina,Ballerina,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/f215c18d-9487-455d-bf74-a5d27f147c46/500x500.jpg,"ballerina,söta kex fyllda kakor browniesmak 205g ballerina"
mc-vities-digestive-med-ljus-choklad-300g-mcvities,Mc Vities Digestive med ljus choklad 300g McVities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/323dc0eb-a1dd-4741-9fb3-fe09fc56177a/500x500.jpg,"mc vities,digestive med ljus choklad 300g mcvities"
biscoff-kex-140-g-lotus,Biscoff kex 140 g Lotus,Lotus,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/24039ea4-1e6f-45ae-88d6-b11ef1bdfbcd/500x500.jpg,"lotus,biscoff kex 140 g lotus"
digestive-doppade-i-mjolkchoklad-300g-ica,Digestive doppade i mjölkchoklad 300g ICA,ICA,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/97aeffbf-0df6-4b48-bdcc-7de47c4aad6d/500x500.jpg,"ica,digestive doppade i mjölkchoklad 300g ica"
hob-nobs-havrekex-255-g-mc-vities,Hob nobs Havrekex 255 g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/344238b0-3fe2-4f9e-8f96-45d16b1eab60/500x500.jpg,"mc vities,hob nobs havrekex 255 g mc vities"
digestive-doppade-i-mork-choklad-300g-ica,Digestive doppade i mörk choklad 300g ICA,ICA,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/39da5ef8-bcf0-4f67-be9b-e003152b8323/500x500.jpg,"ica,digestive doppade i mörk choklad 300g ica"
mariekex-600g-3-p-ica-basic,Mariekex 600g 3-p ICA Basic,ICA Basic,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/3b9a3888-94c9-4575-bcab-175abfb12a23/500x500.jpg,"ica basic,mariekex 600g 3-p ica basic"
kakor-hob-nobs-choklad-300g-mc-vities,Kakor Hob nobs choklad 300g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/2a3473ce-ab93-4f80-be82-b992071b4540/500x500.jpg,"mc vities,kakor hob nobs choklad 300g mc vities"
havrekakor-mjolkchoklad-300g-ica,Havrekakor mjölkchoklad 300g ICA,ICA,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/c28b7ec0-7594-41fb-9396-baa13711dc62/500x500.jpg,"ica,havrekakor mjölkchoklad 300g ica"
chokladpinnar-125g-ica,Chokladpinnar 125g ICA,ICA,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/ffa4220c-591c-420e-9045-e226cc3d3782/500x500.jpg,"ica,chokladpinnar 125g ica"
mandelkakor-almond-thins-100g-jules-destrooper,Mandelkakor Almond Thins 100g Jules Destrooper,Jules Destrooper,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/0d9106e1-3d2b-48ec-852d-293e645a18e6/500x500.jpg,"jules destrooper,mandelkakor almond thins 100g jules destrooper"
savoiardokex-200g-zeta,Savoiardokex 200g Zeta,Zeta,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/6273ea5e-2f2c-4185-a217-c4e76254a735/500x500.jpg,"zeta,savoiardokex 200g zeta"
tartlets-choco-100-g-mc-vities,Tartlets Choco 100 g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1a3abce8-bf9d-420a-a853-85b3a2a034c6/500x500.jpg,"mc vities,tartlets choco 100 g mc vities"
tartlets-lemon-100g-mc-vities,Tartlets Lemon 100g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/96ddde96-a44e-439c-bd7d-051380c523ea/500x500.jpg,"mc vities,tartlets lemon 100g mc vities"
dubbelkakor-blabar-176g-ica-basic,Dubbelkakor blåbär 176g ICA Basic,ICA Basic,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/d279b78b-34df-4724-9c50-0af4d69e0173/500x500.jpg,"ica basic,dubbelkakor blåbär 176g ica basic"
digestive-cocoa-250g-mc-vities,Digestive Cocoa 250g Mc Vities,Mc Vities,Söta kex,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/811b1dd4-c417-4747-850c-55a94c06bb23/500x500.jpg,"mc vities,digestive cocoa 250g mc vities"
pepparkakor-300g-annas,Pepparkakor 300g Annas,Annas,Pepparkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/3ade14d4-bcde-4c4f-9f94-92efae04f228/500x500.jpg,"annas,pepparkakor 300g annas"
valkryddade-pepparkakor-300g-kung-oscar,Välkryddade Pepparkakor 300g Kung Oscar,Kung Oscar,Pepparkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1522f4bc-e7f2-47df-9e39-25a8f77a23a1/500x500.jpg,"kung oscar,välkryddade pepparkakor 300g kung oscar"
pepparkakor-valkryddade-300g-ica,Pepparkakor Välkryddade 300g ICA,ICA,Pepparkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/4b87261d-2532-49ed-a656-dfd2c32e5907/500x500.jpg,"ica,pepparkakor välkryddade 300g ica"
apelsinpepparkakor-300g-annas,Apelsinpepparkakor 300g Annas,Annas,Pepparkakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/1a37006c-dbc9-45cc-80e9-695ff3ebd08f/500x500.jpg,"annas,apelsinpepparkakor 300g annas"
jatten-choklad-250g-goteborgs,Jätten Choklad 250g Göteborgs,Jätten,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/7529ca23-6f96-48ce-8b88-73355376d9b9/500x500.jpg,"jätten,jätten choklad 250g göteborgs"
jatten-vanilj-250g-goteborgs,Jätten Vanilj 250g Göteborgs,Jätten,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e0bb41cc-098d-4cbb-a617-a836f5c6dad5/500x500.jpg,"jätten,jätten vanilj 250g göteborgs"
jatten-citron-250g-goteborgs,Jätten Citron 250g Göteborgs,Jätten,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5e71d3c0-3025-44a7-be41-9bf5ee5d74e5/500x500.jpg,"jätten,jätten citron 250g göteborgs"
chokladwafers-hasselnotsfyllning-240g-ica-basic,Chokladwafers Hasselnötsfyllning 240g ICA Basic,ICA Basic,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e0b681de-0f5b-4b2b-a465-6bf730573ee4/500x500.jpg,"ica basic,chokladwafers hasselnötsfyllning 240g ica basic"
wafers-vanilj-175-g-ica,Wafers vanilj 175 g ICA,ICA,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/92326480-c4bd-40ba-a61d-8736ff55d4e9/500x500.jpg,"ica,wafers vanilj 175 g ica"
wafers-choklad-175-g-ica,Wafers choklad 175 g ICA,ICA,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/5a81c899-b3c0-47a9-af10-139253fe6c39/500x500.jpg,"ica,wafers choklad 175 g ica"
wafers-citron-175-g-ica,Wafers citron 175 g ICA,ICA,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/e6eb4271-5c9c-4f01-86b4-ba81a25258eb/500x500.jpg,"ica,wafers citron 175 g ica"
wafers-med-apelsinsmak-240g-ica-basic,Wafers med apelsinsmak 240g ICA Basic,ICA Basic,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/38cf5b1c-9c1c-4732-8943-96ab6ca084dc/500x500.jpg,"ica basic,wafers med apelsinsmak 240g ica basic"
wafers-med-kolasmak-240g-ica-basic,Wafers med kolasmak 240g ICA Basic,ICA Basic,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/eeda79b7-630b-4a84-9c3c-384946696a63/500x500.jpg,"ica basic,wafers med kolasmak 240g ica basic"
wafers-mix-400g-ica-basic,Wafers Mix 400g ICA Basic,ICA Basic,Wafers,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/bc0205d2-229f-4e9a-851f-c0b558e99173/500x500.jpg,"ica basic,wafers mix 400g ica basic"
havrekakor-sockerfri-160g-gille,Havrekakor Sockerfri 160g Gille,Gille,Sockerfria kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/22fda6d9-a993-48fb-b2cb-db7e4c5c8e25/500x500.jpg,"gille,havrekakor sockerfri 160g gille"
jordnotskakor-utan-vanligt-socker-175g-vagott,Jordnötskakor utan vanligt socker 175g Vagott,Vagott,Sockerfria kakor,https://handlaprivatkund.ica.se/images-v3/bf7a00ca-390e-4769-865f-dc369586872e/288dc586-8707-49a4-bf76-6ee74e574739/500x500.jpg,"vagott,jordnötskakor utan vanligt socker 175g vagott"
